id,title,key
16101,因需而动 打造技防服务品牌——东阳市保安服务有限公司联网报警工作纪实,老人 服务 独门独院 牵挂 联网 有限公司 报警 纪实 在外 支柱
16102,观赛时球迷的哪些行为是禁止的？,活动 秩序 任务 编辑 方面 球迷 行为 法律常识 看到 负责
16103,职工下班早退途中受伤，能否认定为工伤？,认定 受伤 下班 事故 工伤 准备 工作 提供 职工 合同
16104,平顶山市启动“尊法守法·携手筑梦”农民工公益法律服务活动,农民工 法律 服务 活动 宣传 携手 尊法 守法 公益 互联网
16105,让“健康中国”惠及普通职工 攀钢冶材公司工会为职工聘请健康顾问,公司 攀钢 职工 冶材 工会 健康 负责人 维护 合法权益 建立
16106,以新思想引领人民政协事业创新发展,政治 民主 发展 创新 提出 建设 报告 同志 思想 了以
16107,贵州省盘州市规范地名管理提升地名公共服务功能,地名 管理 建设 功能 文化 州市 提升 创新 持续 管理工作
16108,工信部印发2018工业节能监察重点工作计划,重点 节能 工作 工业 计划 监察 用能 突出 提升 企业
16109,京东方与工商银行战略合作,战略 合作 有限公司 京东方 达成 服务 健康 系统 领域 显示器
16110,孙子兵学大辞典,兵学 研究 大辞典 阐述 附录 思想 学说 术语 详解 军事
16111,央地关系视野下我国地方金融监管体制改革,重要 监管 组建 地方 现代化 治理 国家 法律法规 审慎 制度
16112,近切的远方,放在 通道 开本 小屋
16113,滚水不响,最最 暴雨 空调 游泳 地方 高温 并存 避暑 选择 解暑
16114,情系残疾伙伴，奉献一片爱心——大队活动主持词,残疾 鲜艳 爱心 活动 大队 奉献 伙伴 特殊 日子 小伙伴
16115,《热血街舞团》宋茜：舞出我模样,热血 舞台 全场 带来 编舞师 上线 热廊 舞王 超高 携手
16116,每秒摆一下,
16117,奇怪的节日之睡衣日,睡衣 日子 愿换 搞了个 一直 上学 懒到 认为 奇怪 出门
16118,小编话当年：还记得你的第一封信是给谁写的吗,芥末 学长 同学 擅长 业务 记得 编话 学校 回信 写给
16119,多学科协作干预在居家晚期肾癌靶向治疗患者中的应用研究,患者 对照组 干预 协作 实验组 学科 居家 肾癌 质量 护理
16120,量和单位的表示方法,单位 表示 涉及 期刊 符号 凡是 人体 压力 文字 叙述性
16121,我们在人工智能应用于心血管医疗时能做什么？,学习 机器 人工智能 数据 算法 心血管 医疗 应用 常规 查找
16122,外源性高迁移率族蛋白B1对大鼠烫伤早期创面缺血带血管生成的影响,缺血 创面 大鼠 烫伤 表达 蛋白 明显 外源性 血管 微血管
16123,论近代汉语中三则词义的时代性及其成因,消亡 义项 研究 汉语 词义 筹措 财物 成因 时代性 受到
16124,基于城市土地利用结构变化的主体功能实现研究——以北京市2007—2014年土地利用结构变动为例,主体 功能 用地 实现 功能区 开发区 变化 类型 集聚 规划
16125,项目教学法在中医特色护理培训中的应用效果研究,护理 培训 特色 教学法 项目 能力 效果 具有 应用 程序
16126,学习贯彻党的十九大精神报告会日前举行,精神 举行 公路 党员干部 有限公司 集团 桥梁 领会 全面 行动
16127,构建“四化一体”大服务体系 全面提升客户满意度,项目 服务体系 管理 采用 研究 精益 提升 客户 全面 实施
16128,补中益气汤治疗气虚发热型肿瘤性热的临床疗效评价研究,发热 患者 治疗 观察 肿瘤性 体温 对照组 疗效 补中 气虚
16129,基层医院腹腔镜辅助胃癌D2根治术17例疗效评价,时间 胃癌 根治术 辅助 腹腔镜 手术 基层医院 并发症 食管 脏器
16130,急性脑梗死患者椎动脉V4段钙化与脑血流动力学的相关性分析,钙化 椎动脉 流速 患者 血流 脑梗死 差异 相关性 急性 动力学
16131,甲状腺激素与脑梗死的关系研究,脑梗死 作用 甲状腺 激素 生化 人们 一定 进程 致残率 具有
16132,乳腺癌中FBX022基因通过HIF-1α对血管形成的影响,形成 血管 乳腺癌 表达 蛋白 干扰 分别 细胞 作用 变化
16133,CAC专题报道,全球 交流 贸易 展览会 农用 化学品 新品 最大 论坛 景气
16134,江苏汤姆集团全力提供二维码解决方案,提供 农化 农药 二维码 集团 包装 解决方案 生产 企业 设备
16135,Hots,粉丝 滤镜 自动 特效 喜欢 过滤 看待 柔光 演技 尴尬
16136,奇妙的吉尼斯世界纪录,吉尼斯世界纪录 步伐 走进 诞生 事物 记录 世界纪录 神奇 世界 跟随
16137,我死诸君思我狂，人间不见吵架王,应该 吵架 自称 曾经 认为 时代 算是 弟子 人间 不见
16138,Experimemal study on improving the durability of concrete with Mineral Powder and Activator,
16139,Research on Optimized Allocation of English Teaching  Resources Based on Network Cloud Platform,
16140,“非遗热”背后的冷思考——山东非遗舞蹈传承与保护研究,传承 发展 重要 物质 保护 真正 舞蹈 融入 现代人 民族民间
16141,陈英雄“三部曲”中的母国想象及其他,电影 研究 想象 姿态 双重 人们 三轮车夫 夺回 书写 不可
16142,以“文必己出”聚焦根本任务,教学 创造性地 语文 教师 根本任务 方向 学生 共同 树人 重要
16143,纺织行业新标准,行业 纺织 标准
16144,雷公藤红素体内外诱导人宫颈癌 HeLa细胞自噬作用及分子机制,自噬 细胞 红素 诱导 检测 肿瘤 抑制 蛋白 作用 表达
16145,氧气流量对超音速火焰喷涂多尺度WC-17Co涂层组织结构与性能的影响,涂层 氧气 流量 组织 超音速 硬度 影响 结构 增加 火焰
16146,DP钢表面料浆法制备陶瓷涂层的性能,涂层 陶瓷 性能 制备 进行 无裂纹 烧结 抗热 浆法 分析
16147,原油不同因素对20钢输油管道内壁腐蚀的影响,腐蚀 流速 产物 影响 输油管道 基体 原油 利用 较弱 压力
16148,中国尊大厦多腔体异形巨型柱关键施工技术,施工 腔体 异形 结构 材质 度区 原位 拼装 厚板 高度
16149,创业认知视域下大学生创业能力提升研究,创业 大学生 认知 能力 提升 情感 开展 依托 有助于 学理
16150,教育信息化视野下成人教育教师专业发展研究,成人教育 教师 重新 专业 发展 路径 具体 信息化 出新 呈现
16151,EB病毒感染实验室诊断及临床应用专家共识,感染 淋巴细胞 疱疹病毒 病毒 临床 进入 诊断 专家 应用 分子
16152,交叉引物恒温扩增技术在副溶血性弧菌毒力基因检测中的应用,基因 溶血性 弧菌 检测 毒力 特异性 反应 具有 进行 扩增
16153,三月，我告别依赖,依赖 奶奶家 柔柔 洒向 大地 父母 搬离 转入 独立 生活
16154,先秦儒家孝道观之流变——从“仁孝”到“礼孝”,孝道 儒家 思想 方面 论述 内在性 外在性 理想 行为 基础
16155,基于空间马尔科夫链方法的省域贫困动态分析,贫困 发生率 省份 地区 发展 空间 省域 匀衡 进行 动态性
16156,第一季度对局观察,等级分 第一季度 对局 联赛 数量 新鲜出炉 排名 减少 手机 围甲
16157,川东烽烟起 遂州赛事兴,成功 围棋 走出 指南 创业 铸造 品牌 无疑 成为 参加
16158,住村特派员：村组织来了“修复工”,组织 特派员 涣散 成为 住村 薄弱 基层建设 不到 村级 制度
16159,海外引智须除后顾之忧,梧桐树 问题 高校 空白 部分 落地 待遇 现行 外籍 人才
16160,法国铁路或将迎来3个月大罢工,罢工 铁路 系统 持续 通告 提醒 发出 乘客 列车 部分
16161,创建“中国周边学”的机遇与挑战,机遇 周边国家 战略 和平共处 创建 重视 自上 有所 偏离 外交
16162,“逢8必危机”，会应验吗,金融危机 问题 金融 观点 认为 魔咒 存在 逃脱 笔者 无法
16163,渔友们的故事,好玩 故事 组起 事儿 团来 一路上 出钓 伙伴 同样 交上
16164,2017《垂钓》第五届奥斯卡征文大奖赛评选结果隆重揭晓,大奖赛 征文 萌发 生生不息 力量 隆重 评选 见证 春回大地 大地
16165,彩礼变奏曲,彩礼 结婚 社会 真的 有时候 该不该 女方 变奏曲 进步 风俗
16166,窗外的大树,书室 茶几 书架 回到 椅子 书桌 看书 离开 办公室 看报
16167,皮鞋钢勾心纵向刚度不确定度评定,确定 刚度 重复性 勾心 分析 测试 评定 纵向 皮鞋 测量
16168,碘量法测定南康甜柚中维生素C含量研究,标准溶液 含量 研究 简便 快速 进行 体积 定容 方法 过滤
16169,稀土Pr（Ⅲ）配合物的合成和荧光性能研究,配合 荧光 乙酸 分析 进行 性能 苯二 研究 晶体结构 合成
16170,2017年中国外科学进展,进行 分会 内容 规范 方向 传承 整理 提高 工作 归纳
16171,医学与人文关系的几点思考,人文 观乎 天文 时变 以察 最早 重视 思考 关注 关系
16172,强化设计更改贯彻管控,设计 生产 更改 问题 产品质量 过程 状态 贯彻 项目 科研
16173,奋进新时代 逐梦新蓝图,召开 时代 重要 决胜 关键 举行 进入 建成 小康社会 全面
16174,西辛庄村的“乡村振兴”之路,乡村 振兴 全国 实际上 战略 农村 人大代表 推进 扎实 缩影
16175,武夷山：占尽人间之美,丹霞地貌 遗产地 文化 世界 重点 自然 风景 名胜区 属于 典型
16176,赵皖平代表，安徽代表团——加强“一带一路”扶贫合作 为全球减贫贡献中国力量,国家 共同 贫困 全球 农业 发展 一带 消除 变化 显著
16177,嘉兴市召开全市档案局长、史志办主任会议,工作 全市 档案 服务 为先 局长 召开 突出 紧紧围绕 驱动
16178,新疆城市客运标准体系和关键技术标准研究,客运 加强 标准 发展 体系 问题 动态 提升 扶持 计划
16179,我国县域体育基本公共服务标准化建设的研究,研究 标准化 公共服务 建设 体育 提出 县域 逻辑 分析 特点
16180,我国种植业保险风险区划与分级费率定价研究——以吉林省玉米种植保险为例,费率 分级 种植业 区划 风险 发展 层面 交叉 补贴 研究
16181,2016年“名豪杯”全国桥牌邀请赛追记（下）,珠穆朗玛 进行 大庆油田 副牌 桥牌 全国 胜组 跌入 接上 败组
16182,浅谈京剧锣鼓运用的一般性和特殊性,锣鼓 人物 京剧 运用 配合 演员 表演 描写 特殊性 塑造
16183,索债型非法拘禁罪的行为构成,行为 情节 时间 一定 持续 殴打 侮辱 状态 犯罪 拘禁
16184,禁止反悔原则及功能性特征的解读与适用,禁止 反悔 专利权 原则 范围 保护 专利 宣告 增加 授权
16185,“通知-删除”规则的区别适用,通知 合格 删除 规则 适用 具体 权利 平台 出现 服务商
16186,审理不履行法定职责行政案件的十大问题,职责 法定 审判 履行 实践 行政案件 问题 判决 分配 提出
16187,交易成本视角下违反披露义务的默示许可责任,披露 默示 专利 规定 标准 利益 责任 规制 产生 行为
16188,对登记在第三人名下的不动产予以查封的要件,查封 不动产 强制执行 要件 被执行人 名下 执行 规定 行为 所有权
16189,域外调解制度发展趋势述评,解决 纠纷 制度 改革 司法 机制 全球 比较 述评 值得
16190,创伤性肺假性囊肿的诊断与处理策略,临床 诊断 胸部 创伤 囊肿 进行 阐明 分析 伤常 处理
16191,共渡法治理想的彼岸,改革 人生 司法 农村 发源地 开启 理想 琅琊山 法治 来到
16192,老于法官小传,法官 入额 老于 了额 后果 没成想 不久 提前 改革 轻轻
16193,世间有朵美丽的花,故事 舞蹈 找到 身影 革命 红色 歌曲 缘故 有朵 芳华
16194,菊苑重报寿春战 甲子再唱《南界关》,南界 难度 濒临 失传 脉络 清晰 比较 较高 独特 艺术风格
16195,我如何演戏（四）——学演荀派悲剧《鱼藻宫》,别具一格 妩媚 优美 悲剧 学演 特点 认识 不够 水袖 手势
16196,《中国京剧》杂志“走进”清华大学,杂志 艺术 教育 讲堂 中国京剧 赠送给 现场 首场 赠送 中心
16197,教育部正式设立课程教材研究所,教材 课程 研究 专业 中央 设立 研究所 做好 平台 机构编制
16198,不同丙酸型饲料防霉剂产品的热稳定性比较,丙酸 热稳定性 防霉剂 产品 饲料 保留 问题 损失率 结果表明 实验
16199,《“发现问题”：马克思主义理论创新的起点》,理论 创新 起点 问题 马克思主义 发现 学报 哲学 足以 支撑
16200,Fhe Earliest ＂Aircraft＂,
16201,教养的味道,饭菜 拖鞋 整齐 轻声 慢步 完毕 把门 带上 决定 最底层
16202,何为“高情商”,情商 傻气 说者 培训班 说话 表述 专门 办事 常会 低者
16203,犯了罪，可不是罪犯,罪犯 牛奶 被称作 摔破 相信 朋友 超市 囚犯 收银台 碰掉
16204,孟子不及孔子,真是 更好 痛快 不可
16205,主创集结亮相香港影视博览 《泄密者》预告海报全球首发,泄密者 全球 影视 电影 导演 亮相 预告 影业 发布会 海报
16206,红剧“硬汉”宋禹 演员要时刻保持对生活的热情和真挚,夫妇 生活 保持 原型 创作 革命 贡献 融汇 生动 改变
16207,蒙代尔不可能三角,
16208,轻松漫画,轻松 漫画
16209,看山,领受 对付 蓄力 拳脚 错落 密令 收住 隐遁 闯入
16210,潮水未退（外三首）,星光 潮水 直至 没退 一直 黑夜 天际 漂白 靠岸 投海
16211,沈天鸿诗选,泥土 渗出 皮肤 诗选 进入 斜坡
16212,甘德尔山明月沟（外二首）,褐色 味道 沙枣 岩石 知道 跳舞 地方 弥漫 走进
16213,写意的颂词（组章）,邻水 胜利 险峻 茂盛 高大 精神 颂词 静美 组章 红色
16214,甘肃省张掖市第四中学  全纳引领  实践育人,底蕴 发展 思想 引领 中学 规范 全日制 人文 深厚 办学
16215,父亲的眼神,父亲 越来越 好像 轮流 吃不消 兄弟姐妹 值班 谈谈 决定 不听话
16216,被骂了三小时之后,中年男子 啤酒 结账 号桌 原来 赶紧 工作人员 吧台 发生 意外
16217,垒墙的速度,速度 墙缝 垒墙 表弟 工友 再也 累死累活 攒钱 不到 回来
16218,谷穗与喇叭花,融融 暖意 土地 诞生 篱笆 孩子 沉睡 荡漾 春风 觉醒
16219,笑话林,老师 女同学 错误 读完 终于 点名 作文 地方 同学 写作文
16220,北京的灵魂,看到 带给 自然 登上 交融 和谐 古朴 静卧在 故宫 中央
16221,第二届中华之星国学大赛高中组决赛作文题及佳作展示,好善 决赛 展示 大赛 作文题 识乎 多闻 国学 佳作 足乎
16222,森林城市创建逐步向乡村延伸,森林 乡村 城市群 延伸 开展 建设 逐步 确保 创建 省份
16223,国家旅游局：严厉打击强迫消费和欺客宰客,旅游 旅游委 欺客 进一步 调查取证 游客 依法 不久 将雪 套票
16224,袁店河人物三题,领作 敬称 一流 领头人 行业 三题 大哥 技术水平 得服 人物
16225,眼睛,装得 很大 眼睛 世界
16226,信息化,微医 全科 医疗 服务 落成 社区 全家 健康 体检 看诊
16227,湖底的河流,浩渺 隐藏 星空 进水 星子 河流 寻找
16228,当动物也变得衣冠楚楚 Yago Partal创意摄影作品欣赏,动物 作品 使用 摄影 展现 人们 摄影师 完成 欣赏 第一印象
16229,吹风机在膀胱癌尿流改道腹壁造口术患者中的应用及效果评价,造口 患者 底盘 尿流 吹风机 皮肤 操作 流程 应用 改道
16230,后路椎弓根内固定系统治疗腰椎骨折脱位伴脊髓损伤的临床效果及护理,护理 常规 显著 骨折 脱位 脊髓 腰椎 高度 损伤 固定
16231,PDCA循环管理对血液透析动静脉内瘘患者并发症及自护能力的影响,内瘘 管理 能力 护理 自护 患者 动静脉 并发症 血液 对照组
16232,《农药急性参考剂量制定指南》公布施行,农药 制定 标准 残留 剂量 急性 指南 参考 公布 审评
16233,体验、创新、成长——北京景山学校曹妃甸分校第二届科学节侧记,学校 创新 教育 发展 协同 京津冀 培养 寄宿 办学 思想
16234,Gene Xpert MTB／RIF在新发活动性肺结核诊断及对利福平耐药快速检测中的应用价值,检测 肺结核 比较 诊断 进行 耐药 快速 固体 培养 差异
16235,伊拉克阿富汗战伤数据分析及急救器材配置和设计的思考,急救 器材 战伤 配置 设计 进行 我军 思考 分析 救治
16236,初级创伤救治系统在创伤院外急救的临床应用,创伤 患者 救治 急救 明显 系统 临床 下降 时间 致残
16237,第十二届FIRST创投会电影计划征集开启，首设提案培训,电影 剧本 产业 开启 征集 计划 圆桌会议 平台 电影展 会议
16238,夜末眠,色调 图像 久久 被单 有意识 停歇 单调枯燥 发生 发酸 统一
16239,易中天：“老鼠也不能虐待!”,老鼠 除四害 粘住 厨房 想起 提倡 国家 虐待 证据 邻居
16240,一篇文章改变了我,文章 改变
16241,头顶清空朗朗，身边草叶清幽,思维 清空 觉得 问题 知道 有趣 阶级 有没有 固化 中矩
16242,考生机智反请问倒考官,考生 特征 栏内 舞弊 相貌 胆子 竟敢 报考 防止 考前
16243,读古典名著 写高考作文——-我想握住你的手,倒流 柔弱 手臂 力量 时光 握住
16244,柴可夫斯基的诚实,音乐 芭蕾舞 知道 看到 作曲家 旧书店 门外汉 诚实 热爱 夹子
16245,融情于文 巧妙构思,动情 文章 构思 关键 生动 内涵 捕捉 能够 展现 感人
16246,意外的惊喜,成熟 惊喜 弱化 精准 跌宕 拿捏 导语 一定 紧扣 细节
16247,活的古城,手指缝 光阴 活着 真正 意义 城砖 回到 倒流 登临 平遥
16248,欺骗别人的滋味,能手 没完没了 老师 看着 计算 题目 滋味 眼睛 欺骗 发花
16249,读书使人优美,读书 忽视 美容 简单 优美 人们
16250,古诗解读与教学二题,诗文 屋漏 陆游 上船 床头 无干处 提出 经典 说起 传有
16251,何处见“乡愁”,乡愁 见到 离乡 离别 酿出 用以 知识 现代诗 碰撞 咏唱
16252,分布式光伏喜与忧,分布式 著名 经销商 发电 户用 进入 傻子 焕发 老板 生意
16253,以毒之名 春季排毒，不成问题的问题,排毒 避不开 资深 网红 找到 热门 美肤达 少女 共同话题 标签
16254,升级美业生态链 北京卡贝娓美容获得《健康美容服务认证》,美容 健康 服务 认证 生态 顺义 获得 升级 落户 机构
16255,“野保狂人”黄泓翔：在非洲上演真实版《无间道》,网络 游戏 抓捕 参与 贸易 犀牛角 真实 野保 运转 研究
16256,心结,电话 刺耳 传来 一大早 无奈 接起 声音 心结 睡梦中 扔到
16257,春到湖畔，运动正当时,运动 活动 增添 沉寂 特色 度假 列入 休闲 内心 大地
16258,中年油腻到青年养生,油腻 养生 重拾 生活 已经 状态 放弃 处于 大叔 面对
16259,85后小娘鱼传承“虎头鞋”,女孩 巧手 街道 工作室 父母 毕业 学成 老家 诞生 希望
16260,中考传统应用文类试题解读,试题 出现 语文 解读 工具性 实用 人们 增多 文体 频率
16261,江南寒冬的春天畅想,脸颊 羽绒 挟着 羊绒 直达 苦雨 骨髓 耳朵 防护 频频
16262,鲁迅的药与酒及魏晋风度,药引 父亲 小说 发表 妄想 迫害 精神分裂症 医学知识 退学 鲜血
16263,找寻适宜基因 拥抱组织未来,组织 过程 企业 适应 发展 适宜 拥抱 基因 拥有 属于
16264,被放大的物品——欧登伯格与他的公共雕塑,物品 雕塑 亲爱 童话 世界 出现 无比 巨大 变得 奇妙
16265,《函数模型及其应用（第2课时）》教学设计与反思,活动 应用 教学 主题 中学 主体 构建 发展 高效 教研室
16266,动词不定式小结,动词 不定式 小结 是否 已经 掌握 看看 接触 平常
16267,A Scarf of Luck,
16268,How to Rank Students in America,
16269,Canada＇s Wonderland,
16270,阅读理解专练两篇,阅读 理解 专练
16271,进修7第1-5单元词语辨析,被动语态 忍受 思维 正常 引起 一时 耐心 多指 烦恼 程度
16272,The Lantern Festival,
16273,选修7第5单元同步检测题,单元 检测 同步 选修
16274,节气,霜降 秋分 节气 年龄 也许 越来越 生硬 在意 冷漠 二十四节气
16275,绘声绘色，如临其境——仿写乐园之“描写场面有技巧”,描写 场面 环境 人物 增强 文章 得到 凸现 故事 发展
16276,深挖一眼泉,返回 有趣 名家 发现 偶然 干脆 下马 忍不住 看到 据载
16277,温暖了童年的动漫美食,动漫 一边 最爱 小时候 沙发 书包 调出 频道 放学 烹饪
16278,进击的丧女,小原 埋怨 下课后 赶多 地向 拼命 同桌 观念 时间 激动
16279,稻城，还有什么不能被遗忘,沙发 路过 稻城 庆生 全世界 情结 室友 上映 睡在 胡乱
16280,中国建筑业协会智能建筑分会2017年工作总结和2018年工作计划,发展 建筑业 特色 加快 相关 工作 新机 提速 出台 提质
16281,江森自控与南京物联达成战略合作携手共谋智能家居未来,战略 合作 物联 双方 用户 体验 推动 附加值 助力 尤其
16282,基于物联网的区域雷电智能监管预警技术展望,雷电 技术 防护 阶段 发明 防雷 生产 智能 富兰克林 生活
16283,"且学且问,且长学问",学校 男生 专业 学习 知识 储备 居多 映射 短处 掩饰
16284,H＆M的拒绝与妥协,旗舰店 发现 店铺 妥协 篇文章 策略 扩张 看到 直到 向来
16285,俄罗斯与西方互相驱逐外交官，关系降至冰点,驱逐 工作人员 引发 外交 外交官 关系 谴责 身亡 风波 事件
16286,《紫藤巷杀人案：十四年悬案走回原点》,法律 好比 犯罪 悬案 污染 恶果 杀人案 毁坏 原点 无视
16287,韩国艺术团平壤演出：春天来了,演出 演员 结束 接见 握手 玩笑 兴致 开起 最高 艺术团
16288,美国、英国和加拿大中枢听觉处理障碍指南介绍,指南 听觉 相关 中枢 处理 提供 干预 诊断 障碍 参考
16289,山妹子把小山珍变成大财富,财富 村民 电商 成立 创业 品牌 药物制剂 变成 就读于 故事
16290,考拉的指纹跟人类的指纹几乎一模一样！,指纹 动物 人类 黑猩猩 一模一样 接近 灵长类 亲缘 大猩猩 关系
16291,心脏架不住“三泡稀”,导致 冠状动脉 血管 容易 血液 增高 兴奋性 短期内 疲劳 心脏
16292,手麻是什么原因引起的,引起 颈椎 骨质 高血脂 高血压 退行性 压迫 颈椎病 有没有 上举
16293,血液粘稠怎么办,气短 粘稠 时常 血液 表现 看不清 口唇 心悸 视力 模糊
16294,古代“五官运动养生法”,养生 五官 脏腑 促进 调理 血液循环 头部 运动 认为 流传
16295,六种食物最怕放进微波炉,芦笋 微波炉 遇光 加热 研究 遇热 遭到 容易 维生 水溶性
16296,海带有哪些神奇功效,海带 能令 功效 头发 食用 生长 营养 认为 食物 亮泽
16297,脑血栓  年轻人也要当心的6个征兆,睡眠 年轻人 描述 连天 秋乏 规律 春困 工作 尤其 充足
16298,那些车的“二手”经验,网站 提供 市场 来自 认证 资料 声音 反馈 客户 消息
16299,行书种竹日记册（部分）,来晤 部分 日记 铭事 书志 送礼者 纷纷 竟日 未出 旧园
16300,肖佳 除了残障，我首先是一个女人,盲人 热爱 认为 眼睛 重点 突出 美容 只能 化妆 觉得
16301,《脸庞，村庄》放大每个真实的自我,村庄 脸庞 午宴 纸板 观众 害羞 全场 如何是好 不知 网友
16302,“中国好医生、中国好护士”现场交流活动在广东举行,护士 交流活动 现场 优秀 委员会 举办 模范 医生 网友 推举
16303,测你社交圈子的人物档次,测试 镜子 朋友圈 社交圈子 聚集 档次 总会 人物 答案 知道
16304,一个偏见,思想 偏见 照镜子 地狱 讲理 好比 随时随地 客观 公平 言动
16305,为成为星子而奔波一番,奔波 疯子 画作 仿佛 看过 文字 念头 普通 击中 帽子
16306,北大校园里的“自然之美”,校园 松鼠 春园 留意 喜鹊 看到 朋友 上空 麻雀 听到
16307,绮窗前，寒梅著花未,也许 是从 春风 树枝 著花
16308,俄罗斯伊尔-78M-90A空中加油机,加油机 空中加油 制造厂 改型 先进 原型机 飞机 机场 下属 发动机
16309,两会：新时代，新航标——以人民为中心 答好新时代考卷,时代 等闲 建成 小康社会 全面 考卷 答好 改革 精神 纪念
16310,海南 城镇从业人员基本养老保险有新规,从业人员 条例 实施细则 养老保险 常务会议 审议 决定 修改
16311,连振军 品质守关人,始终 汽车 本田 东风 表现 媒体 采访 品质 技术 机会
16312,长不高的灯,对不起 知道 灯芯 一直 孤独 个子
16313,只要六个月,修完 不知 文学 学士学位 肯定 得到 想法 宿舍 失误 学位
16314,动手不动口,先生 史学 不动口 堪称 文科 动手 著名 老师 年过半百 教育家
16315,新春走基层 入户送温暖,基层 群众 活动 难事 党员 帮办 奔赴 征集 作风 意见建议
16316,村书记有了新“头衔”,水面 打箱 书记 基地 养殖 销量 估计 装车 党总支 净利润
16317,强化组织力提升拓展脱贫攻坚牵引力,组织 脱贫 攻坚 提升 全面 重点 功能 小康社会 实施 振兴
16318,扬中市总工会,行动 工作 服务 打造 普通 致力 机关 党的建设 职工 广大
16319,大数据下的2017中国药店,药店 企业 高速成长 支撑 相关 成本 蛋糕 电商 分割 继续
16320,陕西：马太效应促两极分化,门店 市场 医药 加快 规模 发展 连锁 融资 随后 协议
16321,“机油门”问题扩大：现代途胜、长安CS75接棒,机油 爆发 途胜 接棒 简介 新闻 事件 问题 扩大 时间
16322,下雪天才是故宫的正确打开方式,穿庭 故宫 芳华 惊见 袭击 雪景 春雪 朋友圈 飞花 树作
16323,杭州市萧山区：四大路径 有序推进社区智慧居家养老服务体系,服务 社区 创新 居家 发展 政府 操作 坚持 促进 有序
16324,福时军：理想作鞭 信念为马,生命 面对 微笑 真谛 理想 盲人 信念 按摩师 作鞭 演绎出
16325,江西上犹县：开展孤儿、残疾人．特困人员补贴发放工作,残疾人 补贴 儿童 困境 推进 体系 建设 重度 社会福利 制度
16326,宁夏：创建地方标准  提升服务水平——解读地方标准《宁夏儿童福利机构社会工作服务流程》,儿童 标准 服务 机构 社会工作 地方 流程 标准化 批准 发布
16327,江西樟树市：切实提高居家老人关爱服务水平,老人 服务 关爱 走访 失能 制度 电话 建立 服务水平 回访
16328,《广岛之恋》：从文学到电影,电影 小说 原著 音画 对位 超越 第一人称 运动 技巧 成为
16329,全国政协十三届一次会议闭幕 习近平李克强张德江俞正声张高丽栗战书王沪宁 赵乐际韩正出席 汪洋发表讲话,会议 特色 时代 伟大胜利 夺取 政协委员 广大 参加 单位 决胜
16330,“小耳朵”是我的骄傲——人工耳蜗植入患者的感恩故事,才艺 听障 儿童 全国 耳蜗 植入 患者 献上 励志 人工
16331,“盐”花缭乱，该怎么选,应该 钠盐 腌制 凉拌 市面上 种类 名字 已经 烤盐 特点
16332,清明养肝药膳两款,清明 感觉 养肝 给人以 肝脏 有着 温和 气候 药膳 时节
16333,记忆中的红薯,红薯 教导 廉价 笑话 看不起 食物 好友 依稀 饭桌 学会
16334,海尔LE50A5000型液晶彩电降低LED灯珠电流的方法,灯珠 降低 电流 液晶彩电 发热 发现 采用 侧入 避免 返修
16335,夏普LCD-32N120A液品彩电开关电源故障检修,检修 故障 开关电源 用户 待机 液品 彩电 时机 发出
16336,我和美国“老美女”,出租 房间 凉水 更好 硅谷 高科技 公司 猜测 机会 实习
16337,睢县举办2017年河南省红会送医计划基层医生培训班,医生 培训班 基层 红会 送医 计划 能力 服务 当好 业务
16338,产后5道坎，你能跨过去吗？,产后 吸奶 迎来 分娩 结束 走路 洗澡 生活 妈妈 生命
16339,花阴凉儿,老师 显得 见到 腿脚 利索 高挥 生气 已经 握住
16340,除了订票，在线旅游还能做什么？,同程 旅游 携程 艺龙 股东 公司 网络 合并 集团 旗下
16341,基于HHT的配电网故障定位技术,配电网 故障 技术 定位 进行 原理 财产 危及 人身 测距
16342,新型歼16,换装 战机 飞行 训练 航空兵 组织 可见度 军徽 战区
16343,"起飞,直20 仿制创新，后发优势，从高原到海洋一路平趟？",推到 航空工业 再次 产品 后发优势 出现 创新 互联网 仿制 舆论
16344,左冠状动脉主干分叉角度与非钙化斑块相关性及流体力学研究,斑块 分叉 角度 冠状动脉 主干 压力 血管 区域 流体力学 距离
16345,北京发布中小学幼儿园平安校园标准,标准 校园 幼儿 管理 平安 建设 学生 为主 护校 接送
16346,百城千业万企对标达标提升专项行动方案,发展 阶段 达标 提升 思想 社会 圭义 高质量 解决 行动
16347,《鼠疫》：在荒诞中奋起反抗,鼠疫 家人 反抗 外界 市民 遭受 袭击 音讯 陷入 断绝
16348,唱响湖北“长江之歌”,经济带 发展 赋予 总书记 抢抓 推进 牢记 时刻 支点 大地
16349,以文化“软实力”驱动监狱工作创新发展——汉口监狱文化建设成果综述,监狱 文化 在实践中 发展 工作 管理 提升 驱动 获取 总结
16350,"奉献,倾尽一切力量",航线 环境 不断 男人 通向 生命 云端 高歌 磁性 极富
16351,“＋”出发展新动能,余额 旺季 邮政 规模 代理 金融业务 全国 跨年度 突破 连续
16352,如何应对不可预测的危机公关,危机 应对 预测 不可 飞行员 人群 人员 事故 价值 公关
16353,可刷卡捐款的创意海报／有效经营就是“立竿见影”,海报 创意 刷卡 故事 著名 捐款 基金会 哲理 组织 经营
16354,如何向老板提加薪？,薪水 最好 事实上 最佳时机 要求 提出 有着 益处 带来 谈话
